"Plan Module","Material","Customer No","Description","Customer Dept","Gender","SO","LI","Order No","Order Qty","Emp","Plan SMV","Date","Plan Efficiency","Qty","Cum Qty","Standard Hours","Cum.Standard Hours","Work Hours","Cum.Work Hours","Section"
"0056-A","7000114298","100258","(CO/IHS) COLORBLOCK 1PC_81399","S4/WOMENS","WOMEN","D000071703",20,8000421695,1051,23,15.67,"2018-03-07",60,211.4,211.4,55.2,55.2,92,92,4
"0056-A","7000114298","100258","(CO/IHS) COLORBLOCK 1PC_81399","S4/WOMENS","WOMEN","D000071703",20,8000421695,1051,23,15.67,"2018-03-08",60,396.3,607.7,103.5,158.7,172.5,264.5,4
"0056-A","7000114298","100258","(CO/IHS) COLORBLOCK 1PC_81399","S4/WOMENS","WOMEN","D000071703",20,8000421695,1051,23,15.67,"2018-03-09",60,443.3,1051,115.8,274.5,193,457.5,4
"0056-A","7000134952","100258","(IHS) IRIS GARDEN PLNG 1PC_81388_TC","S4/WOMENS","WOMEN","1000116794",90,8000432355,10,23,21.88,"2018-03-09",5,1.9,1.9,0.7,0.7,13.6,13.6,4
"0056-A","7000134952","100258","(IHS) IRIS GARDEN PLNG 1PC_81388_TC","S4/WOMENS","WOMEN","1000116794",90,8000432355,10,23,21.88,"2018-03-10",5,8.1,10,3,3.6,59.3,72.9,4
"0056-A","7000114291","100258","(IHS) IRIS GARDEN PLNG 1PC_81388","S4/WOMENS","WOMEN","1000114233",210,8000432356,15,23,21.88,"2018-03-10",8,15,15,5.5,5.5,68.4,68.4,4
"0056-A","7000114291","100258","(IHS) IRIS GARDEN PLNG 1PC_81388","S4/WOMENS","WOMEN","D000071699",10,8000432357,3323,23,21.88,"2018-03-10",9,19.4,19.4,7.1,7.1,78.6,78.6,4
"0058-A","SG1-7000133518","100280","JENNY PLAIN WRP BKN ST BLK","T3/ZALANDO","WOMEN","1000116560",10,8000421699,2192,20,12.29,"2018-02-26",45,135.5,870,27.7,178.2,61.7,720,4
"0058-A","SG1-7000133518","100280","JENNY PLAIN WRP BKN ST BLK","T3/ZALANDO","WOMEN","1000116560",10,8000421699,2192,20,12.29,"2018-02-26",54,417.4,1287.4,85.5,263.7,158.3,878.3,4
"0058-A","SG1-7000133518","100280","JENNY PLAIN WRP BKN ST BLK","T3/ZALANDO","WOMEN","1000116560",10,8000421699,2192,20,12.29,"2018-02-27",54,162.6,1450,33.3,297,61.7,940,4
"0058-A","SG1-7000133518","100280","JENNY PLAIN WRP BKN ST BLK","T3/ZALANDO","WOMEN","1000116560",10,8000421699,2192,20,12.29,"2018-02-27",60,463.8,1913.8,95,392,158.3,1098.3,4
"0058-A","SG1-7000133518","100280","JENNY PLAIN WRP BKN ST BLK","T3/ZALANDO","WOMEN","1000116560",10,8000421699,2192,20,12.29,"2018-02-28",60,278.2,2192,57,449,95,1193.3,4
"0058-A","SG1-7000133520","100280","JENNY PLAIN WRP BKN ST KHAKI","T3/ZALANDO","WOMEN","1000116560",20,8000421700,1052,20,12.29,"2018-02-28",60,148.3,148.3,30.4,30.4,50.6,50.6,4
"0058-A","SG1-7000133520","100280","JENNY PLAIN WRP BKN ST KHAKI","T3/ZALANDO","WOMEN","1000116560",20,8000421700,1052,20,12.29,"2018-03-05",60,644.4,792.7,132,162.4,220,270.6,4
"0058-A","SG1-7000133520","100280","JENNY PLAIN WRP BKN ST KHAKI","T3/ZALANDO","WOMEN","1000116560",20,8000421700,1052,20,12.29,"2018-03-06",60,259.3,1052,53.1,215.5,88.5,359.1,4
"0058-A","SG1-7000133521","100280","JENNY PRNT WRP BKN ST WHT DRK BLU","T3/ZALANDO","WOMEN","1000116560",30,8000421701,2102,20,12.29,"2018-03-06",60,384.1,384.1,78.7,78.7,131.1,131.1,4
"0058-A","SG1-7000133521","100280","JENNY PRNT WRP BKN ST WHT DRK BLU","T3/ZALANDO","WOMEN","1000116560",30,8000421701,2102,20,12.29,"2018-03-07",60,527.3,911.4,108,186.7,180,311.1,4
"0058-A","SG1-7000133521","100280","JENNY PRNT WRP BKN ST WHT DRK BLU","T3/ZALANDO","WOMEN","1000116560",30,8000421701,2102,20,12.29,"2018-03-08",60,439.4,1350.8,90,276.7,150,461.1,4
"0058-A","SG1-7000133521","100280","JENNY PRNT WRP BKN ST WHT DRK BLU","T3/ZALANDO","WOMEN","1000116560",30,8000421701,2102,20,12.29,"2018-03-09",60,527.3,1878,108,384.7,180,641.1,4
"0058-A","SG1-7000133521","100280","JENNY PRNT WRP BKN ST WHT DRK BLU","T3/ZALANDO","WOMEN","1000116560",30,8000421701,2102,20,12.29,"2018-03-10",60,224,2102,45.9,430.6,76.5,717.6,4
"0058-A","SG1-7000133519","100280","JENNY PLAIN WRP BKN ST BRDEX","T3/ZALANDO","WOMEN","1000116560",40,8000432358,1052,20,12.29,"2018-03-10",60,302.3,302.3,61.9,61.9,103.2,103.2,4
"0084-A","7000113820","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071912",20,8000351156,420,23,13.5,"2018-02-26",62,350.3,420,78.8,94.5,127.1,152.4,4
"0084-A","7000113819","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071912",10,8000351155,56,23,13.5,"2018-02-26",37.5,56,56,12.6,12.6,33.6,33.6,4
"0084-A","7000113823","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",20,8000351148,188,23,13.5,"2018-02-26",60,188,188,42.3,42.3,70.5,70.5,4
"0084-A","7000113824","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",30,8000351149,1800,23,13.5,"2018-02-26",65,59.6,59.6,13.4,13.4,20.6,20.6,4
"0084-A","7000113824","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",30,8000351149,1800,23,13.5,"2018-02-27",65,730.9,790.5,164.4,177.9,253,273.6,4
"0084-A","7000113824","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",30,8000351149,1800,23,13.5,"2018-02-28",65,598,1388.5,134.6,312.4,207,480.6,4
"0084-A","7000113824","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",30,8000351149,1800,23,13.5,"2018-03-05",65,411.5,1800,92.6,405,142.4,623.1,4
"0084-A","7000113817","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071845",10,8000406852,12,23,13.5,"2018-03-05",50,12,12,2.7,2.7,5.4,5.4,4
"0084-A","7000113829","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071912",30,8000351157,77,23,13.5,"2018-03-05",50,77,77,17.3,17.3,34.6,34.6,4
"0084-A","7000113830","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071912",40,8000351158,480,23,13.5,"2018-03-05",65,200.4,200.4,45.1,45.1,69.4,69.4,4
"0084-A","7000113830","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071912",40,8000351158,480,23,13.5,"2018-03-06",65,279.6,480,62.9,108,96.8,166.1,4
"0084-A","7000113818","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071846",10,8000398970,26,23,13.5,"2018-03-06",30,26,26,5.8,5.8,19.5,19.5,4
"0084-A","7000113816","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071915",10,8000351161,588,23,13.5,"2018-03-06",65,392.8,392.8,88.4,88.4,136,136,4
"0084-A","7000113816","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071915",10,8000351161,588,23,13.5,"2018-03-07",65,195.2,588,43.9,132.3,67.6,203.5,4
"0084-A","7000113827","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071845",20,8000406853,12,23,13.5,"2018-03-07",10,12,12,2.7,2.7,27,27,4
"0084-A","7000113831","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",50,8000351151,393,23,13.5,"2018-03-07",65,322.6,322.6,72.6,72.6,111.7,111.7,4
"0084-A","7000113831","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071899",50,8000351151,393,23,13.5,"2018-03-08",65,70.4,393,15.9,88.4,24.4,136,4
"0084-A","7000113826","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071915",30,8000351163,605,23,13.5,"2018-03-08",65,426.8,426.8,96,96,147.7,147.7,4
"0084-A","7000113826","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071915",30,8000351163,605,23,13.5,"2018-03-09",65,178.2,605,40.1,136.1,61.7,209.4,4
"0084-A","7000113828","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071846",20,8000398969,27,23,13.5,"2018-03-09",25,27,27,6.1,6.1,24.3,24.3,4
"0084-A","7000113821","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071929",10,8000398968,178,23,13.5,"2018-03-09",50,178,178,40,40,80.1,80.1,4
"0084-A","7000113836","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071846",30,8000398967,30,23,13.5,"2018-03-09",15,26.5,26.5,6,6,39.8,39.8,4
"0084-A","7000113836","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071846",30,8000398967,30,23,13.5,"2018-03-10",15,3.5,30,0.8,6.8,5.2,45,4
"0084-A","7000113839","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071847",20,8000398971,17,23,13.5,"2018-03-10",5,17,17,3.8,3.8,76.5,76.5,4
"0084-A","7000113835","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071845",30,8000398972,12,23,13.5,"2018-03-10",5,12,12,2.7,2.7,54,54,4
"0084-A","7000113834","100255","(CO/DL/PIN)AE ONE PIECE SMOCKED SD-SS18","Q9/AERIE- SWIM","FL","D000071915",50,8000351165,1329,23,13.5,"2018-03-10",65,202.6,202.6,45.6,45.6,70.1,70.1,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-26",27.5,134,368.6,29.2,80.4,106.2,486,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-26",41.3,173.9,542.5,37.9,118.3,91.8,577.8,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-27",41.3,201.2,743.8,43.9,162.1,106.2,684,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-27",49.5,208.5,952.2,45.4,207.6,91.8,775.8,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-28",49.5,241.2,1193.4,52.6,260.1,106.2,882,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-02-28",55,140.8,1334.2,30.7,290.8,55.8,937.8,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-03-05",55,499.6,1833.7,108.9,399.7,198,1135.8,4
"0089-A","7000149649","100015","177284 BODY WRAP STRAPY BACK 3ZOU PR VSS","90/","WOMEN","1000132643",10,8000440617,1890,18,13.079,"2018-03-06",55,56.3,1890,12.3,412,22.3,1158.1,4
"0089-A","7000149672","100018","177284 BODY WRAP STRAPY BACK 3ZOT PR VSD","U4/","WOMEN","1000132681",10,8000440618,757,32,13.219,"2018-03-06",55,757,757,166.8,166.8,303.2,303.2,4
"0089-A","7000142762","100018","183035 RIB LACE UP BODYWRP 94D1 VSD 92T","U4/","WOMEN","1000125916",10,8000440619,699,32,13.256,"2018-03-06",7.5,2.3,2.3,0.5,0.5,6.6,6.6,4
"0089-A","7000142762","100018","183035 RIB LACE UP BODYWRP 94D1 VSD 92T","U4/","WOMEN","1000125916",10,8000440619,699,32,13.256,"2018-03-07",7.5,97.8,100,21.6,22.1,288,294.6,4
"0089-A","7000142762","100018","183035 RIB LACE UP BODYWRP 94D1 VSD 92T","U4/","WOMEN","1000125916",10,8000440619,699,32,13.256,"2018-03-08",12.5,135.8,235.8,30,52.1,240,534.6,4
"0089-A","7000142762","100018","183035 RIB LACE UP BODYWRP 94D1 VSD 92T","U4/","WOMEN","1000125916",10,8000440619,699,32,13.256,"2018-03-09",25,325.9,561.7,72,124.1,288,822.6,4
"0089-A","7000142762","100018","183035 RIB LACE UP BODYWRP 94D1 VSD 92T","U4/","WOMEN","1000125916",10,8000440619,699,32,13.256,"2018-03-10",37.5,137.3,699,30.3,154.4,80.9,903.5,4
"0093-A","7000114021","100258","(CO/IHS) SCRUNCH SHORT_70577","S4/WOMENS","WOMEN","D000071681",10,8000408687,1276,19,14.8,"2018-02-26",55,272.8,1276,67.3,314.7,122.4,589.4,4
"0093-A","7000134987","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458_TC","S4/WOMENS","WOMEN","1000116794",60,8000405922,10,22,13.1,"2018-02-26",5,10,10,2.2,2.2,43.7,43.7,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","1000114233",330,8000405759,15,22,13.1,"2018-02-26",15,15,15,3.3,3.3,21.8,21.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-02-26",8.3,4.1,4.1,0.9,0.9,10.8,10.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-02-27",8.3,87.9,92,19.2,20.1,231.2,242,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-02-27",13.8,6.8,98.8,1.5,21.6,10.8,252.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-02-28",13.8,125.1,224,27.3,48.9,198,450.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-05",27.5,291.2,515.2,63.6,112.5,231.2,682,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-05",41.3,20.4,535.6,4.4,116.9,10.8,692.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-06",41.3,437.4,973,95.5,212.4,231.2,924,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-06",49.5,24.4,997.4,5.3,217.8,10.8,934.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-07",49.5,448.9,1446.3,98,315.8,198,1132.8,4
"0093-A","7000114415","100258","(CO/E/IHS) IRIS GDN PETAL SHRT_81458","S4/WOMENS","WOMEN","D000071712",10,8000405758,1472,22,13.1,"2018-03-08",55,25.7,1472,5.6,321.4,10.2,1143,4
"0093-A","7000134982","100258","(IHS) MDRN GEO RVS HGH LG BTM_81396_TC","S4/WOMENS","WOMEN","1000116794",160,8000421703,10,14,10.18,"2018-03-08",5,10,10,1.7,1.7,33.9,33.9,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","1000114233",300,8000421704,15,14,10.18,"2018-03-08",15,15,15,2.5,2.5,17,17,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","D000071707",10,8000421705,3444,14,10.18,"2018-03-08",9,24.7,24.7,4.2,4.2,46.6,46.6,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","D000071707",10,8000421705,3444,14,10.18,"2018-03-09",9,31,55.7,5.3,9.4,58.4,105,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","D000071707",10,8000421705,3444,14,10.18,"2018-03-09",15,59.8,115.5,10.1,19.6,67.6,172.6,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","D000071707",10,8000421705,3444,14,10.18,"2018-03-10",15,51.6,167.1,8.8,28.4,58.4,231,4
"0093-A","7000114306","100258","MDRN GEO RVS HGH LG BTM_81396","S4/WOMENS","WOMEN","D000071707",10,8000421705,3444,14,10.18,"2018-03-10",30,119.6,286.7,20.3,48.6,67.6,298.6,4
"0100-A","7000149679","100018","164053 CAP SLV WRAP CROP 3ZOT PR VSD","U4/","WOMEN","1000132677",20,8000449409,559,20,10.77,"2018-02-26",22.5,106.8,225.6,19.2,40.5,85.2,180,4
"0100-A","7000149679","100018","164053 CAP SLV WRAP CROP 3ZOT PR VSD","U4/","WOMEN","1000132677",20,8000449409,559,20,10.77,"2018-02-26",33.8,253.9,479.5,45.6,86.1,134.8,314.8,4
"0100-A","7000149679","100018","164053 CAP SLV WRAP CROP 3ZOT PR VSD","U4/","WOMEN","1000132677",20,8000449409,559,20,10.77,"2018-02-27",33.8,79.5,559,14.3,100.3,42.2,357,4
"0100-A","7000142748","100018","164053 CAP SLV WRAP CROP 3ZRN VSD 5NJ","U4/","WOMEN","1000125898",10,8000449410,612,20,10.77,"2018-02-27",33.8,326.6,326.6,58.6,58.6,173.5,173.5,4
"0100-A","7000142748","100018","164053 CAP SLV WRAP CROP 3ZRN VSD 5NJ","U4/","WOMEN","1000125898",10,8000449410,612,20,10.77,"2018-02-28",33.8,87.6,414.3,15.7,74.4,46.5,220,4
"0100-A","7000142748","100018","164053 CAP SLV WRAP CROP 3ZRN VSD 5NJ","U4/","WOMEN","1000125898",10,8000449410,612,20,10.77,"2018-02-28",40.5,197.7,612,35.5,109.9,87.6,307.6,4
"0100-A","7000142749","100018","164053 CAP SLV WRAP CROP 3XOW VSD 9EY","U4/","WOMEN","1000125898",20,8000449407,520,20,10.77,"2018-02-28",40.5,102.6,102.6,18.4,18.4,45.5,45.5,4
"0100-A","7000142749","100018","164053 CAP SLV WRAP CROP 3XOW VSD 9EY","U4/","WOMEN","1000125898",20,8000449407,520,20,10.77,"2018-03-05",40.5,303.5,406.1,54.5,72.9,134.5,180,4
"0100-A","7000142749","100018","164053 CAP SLV WRAP CROP 3XOW VSD 9EY","U4/","WOMEN","1000125898",20,8000449407,520,20,10.77,"2018-03-05",45,113.9,520,20.4,93.3,45.4,225.4,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-05",9,12.8,12.8,2.7,2.7,30,30,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-06",9,80.8,93.6,17.1,19.8,190,220,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-06",15,21.3,114.8,4.5,24.3,30,250,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-07",15,127.6,242.4,27,51.3,180,430,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-08",30,212.7,455.1,45,96.3,150,580,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-09",45,382.8,837.9,81,177.3,180,760,4
"0100-A","7000141124","100015","180414 SHINE BANDEAU SD 3XOX VSS","90/","WOMEN","1000124913",20,8000432440,2224,20,12.696,"2018-03-10",54,459.4,1297.3,97.2,274.5,180,940,4
"0103-A","7000114251","100258","(CO/F/IHS) HGH NCK KYHL 1 PC_79373","S4/WOMENS","WOMEN","D000071684",10,8000398979,1460,31,18,"2018-02-26",45,352.5,1201.2,105.8,360.4,235,1457,4
"0103-A","7000114251","100258","(CO/F/IHS) HGH NCK KYHL 1 PC_79373","S4/WOMENS","WOMEN","D000071684",10,8000398979,1460,31,18,"2018-02-26",50,176.7,1377.9,53,413.4,106,1563,4
"0103-A","7000114251","100258","(CO/F/IHS) HGH NCK KYHL 1 PC_79373","S4/WOMENS","WOMEN","D000071684",10,8000398979,1460,31,18,"2018-02-27",50,82.1,1460,24.6,438,49.3,1612.2,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","1000114233",360,8000405920,15,31,21.71,"2018-02-27",10,15,15,5.4,5.4,54.3,54.3,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-02-27",20,130.7,130.7,47.3,47.3,236.4,236.4,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-02-28",20,57.8,188.5,20.9,68.2,104.6,341,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-02-28",25,120.5,309,43.6,111.8,174.4,515.4,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-03-05",25,72.2,381.3,26.1,138,104.6,620,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-03-05",35,228.7,610,82.8,220.7,236.4,856.4,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-03-06",35,101.1,711.1,36.6,257.3,104.6,961,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-03-06",40,261.4,972.5,94.6,351.9,236.4,1197.4,4
"0103-A","7000114305","100258","(CO/IHS/MC) IRS GDN LP SWM DRS FL_81462","S4/WOMENS","WOMEN","D000072026",10,8000405921,1049,31,21.71,"2018-03-07",40,76.5,1049,27.7,379.6,69.2,1266.7,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-07",8.3,43,43,11.9,11.9,143,143,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-08",8.3,19.2,62.2,5.3,17.2,64,207,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-08",13.8,54.2,116.4,15,32.2,108.5,315.5,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-09",13.8,32,148.4,8.8,41,64,379.5,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-09",27.5,142.4,290.8,39.3,80.3,143,522.5,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-10",27.5,63.8,354.6,17.6,97.9,64,586.5,4
"0103-A","7000142274","100018","176792 RIB HLEG OP W/L UP D 94D1 SD VSD","U4/","WOMEN","1000125678",10,8000441962,801,23,16.568,"2018-03-10",41.3,213.9,568.4,59.1,157,143,729.5,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-02-26",41.3,239.9,629.7,68.6,180,166,792,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-02-26",49.5,131.6,761.3,37.6,217.6,76,868,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-02-27",49.5,287.6,1048.9,82.2,299.8,166,1034,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-02-27",55,146.2,1195.1,41.8,341.6,76,1110,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-02-28",55,381,1576.1,108.9,450.5,198,1308,4
"0104-A","7000136458","100018","177914 RCHED FRNT BANDEAU 3ZOT PR VSD","U4/","WOMEN","1000118312",50,8000432680,1764,22,17.148,"2018-03-05",55,187.9,1764,53.7,504.2,97.6,1405.6,4
"0104-A","7000140976","100015","177914 RUCHED PUSHUP BANDEAU 3XOO SD VSS","90/","WOMEN","1000124842",70,8000432681,5,21,16.914,"2018-03-05",2,5,5,1.4,1.4,70.5,70.5,4
"0104-A","7000140976","100015","177914 RUCHED PUSHUP BANDEAU 3XOO SD VSS","90/","WOMEN","1000124842",30,8000432682,2148,21,16.914,"2018-03-05",55,109.6,109.6,30.9,30.9,56.2,56.2,4
